"公司名","曾用名","联系电话","公司网站","法人","地址","简介__","简介____-","简介","注册资本","公司状态","工商注册号","组织机构代码","统一信用代码","公司类型","纳税人识别号","所属行业","人员规模","实缴资本","登记机关","参保人数","英文名","注册地址","经营范围","法人简介","执照实拍","当前企业网址","邮箱","注册时间","成立日期"
"重庆通赛机电有限公司","-","暂无","暂无","陈明菊 ","重庆市北碚区水土镇万寿工业园",""," ","","2099.828万人民币元","存续(在营、开业、在册)","500109000009814","20324972-X","9150000020324972X7","有限责任公司","9150000020324972X7","制造业","-","502万人民币元","重庆两江新区市场和质量监督管理局","24","ChongqingTongsaiMechanical&ElectricalCo.,Ltd.","重庆市北碚区水土镇万寿工业园","研发、制造、销售:电动车(以上生产项目需获得行业归口管理部门生产许可的未获审批前不得经营)、机械配件、机电产品、工业自动化仪器仪表、纯化纤线、丝棉、丝线、化工产品(不含危险化学品)、塑料产品;货物进出口。【依法须经批准的项目,经相关部门批准后方可开展经营活动】","https://www.qichacha.com/pl_p05b494247cda883a860fbc95f490d41.html","未上传","https://www.qichacha.com/firm_c51d0f96e7c99ef3c4c5f76a15602d7c.html","457223022@qq.com","2018-05-07","1988-11-07"
"重庆友友利鸿玻璃有限公司","-","暂无","暂无","李宜骏 ","重庆市万州化工园区北环路16号"," ","","","1980万人民币元","存续(在营、开业、在册)","500101000032883","68621554-X","9150010168621554XX","有限责任公司","9150010168621554XX","制造业","-","400万人民币元","重庆市工商行政管理局万州区分局","-","-","重庆市万州化工园区北环路16号","加工、销售、安装玻璃、门窗、栏杆、百叶、幕墙;销售建筑材料(不含危险化学品)、板式房屋材料,五金交电;从事建筑相关业务。(须经审批的经营项目,取得审批后方可从事经营)","https://www.qichacha.com/pl_p72d90f86a4f148dde836e9f689a4f54.html","未上传","https://www.qichacha.com/firm_b13eb0e971a0c6e131c64af0d0cd39a9.html","1132388108@qq.com","2018-07-04","2009-03-19"
"","","","","","","重庆友友利鸿玻璃有限公司建于叁峡库区的重庆万州化工园区内，占地面积50余亩。毗邻万州火车站、渝万高速、港口码头之间，交通非常便捷。生产、销售、售后服务人员共200余人。公司是以玻璃深加工、代理销售品牌玻璃、大型玻璃安装工程、玻璃配件批发为一体的综合性企业。拥有全自动槽铝式中空玻璃生产线、夹胶玻璃生产线、钢化玻璃生产线。生产及销售4-19mm的各类玻璃、镀膜玻璃、压花玻璃、冰花玻璃、防弹玻璃、弯钢玻璃、防火玻璃、异型玻璃、移动门玻璃、浴室玻璃、家具玻璃、工艺玻璃、玻璃配件、玻璃磨边、玻璃钻孔、玻璃安装等。公司始终坚持以质量求生存，以信誉谋发展，不断追求和探索为宗旨，努力开发新品为己任，最大诚意地满足顾客要求，为顾客提供优质服务。真诚期待您的合作，共同开拓发展，互利互赢，欢迎您的垂询与惠顾！","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"重庆雪屿娱乐有限公司","-","暂无","暂无","杨金芝 ","重庆市九龙坡区石桥铺歇台子科园四路59号",""," ","","380万人民币元","存续(在营、开业、在册)","500901000042890","62191380-6","91500107621913806J","有限责任公司","91500107621913806J","文化、体育和娱乐业","-","380万人民币元","重庆市工商行政管理局九龙坡区分局高新区局","-","ChongqingXueyuEntertainmentCo.,Ltd.","重庆市九龙坡区石桥铺歇台子科园四路59号","舞厅、歌厅(按许可证核定的事项和期限从事经营),预包装食品零售(按许可证核定的事项和期限从事经营),足浴(限有许可的分支机构经营)。","https://www.qichacha.com/pl_pd2975b2f1c221cc199cece2872b4391.html","未上传","https://www.qichacha.com/firm_0f12bfb9492de722538815bcad1e6e0d.html","1261888489@qq.com","2017-05-17","1999-02-10"
"重庆迪康电梯有限公司","-","暂无","http://www.diconlift.com.cn","张启才 ","重庆市南川工业园区迪康大道1号"," ","","","25538万人民币元","存续(在营、开业、在册)","500000400010570","62191839-1","91500000621918391R","有限责任公司(中外合资)","91500000621918391R","建筑业","100-499人","16538万人民币元","重庆市工商行政管理局","-","(Sino-CermanJointVenture)ChongqingDikangElevatorCo.,Ltd.","重庆市南川工业园区迪康大道1号","乘客电梯、载货电梯、自动扶梯、自动人行道的制造(中华人民共和国特种设备制造许可证的有效期至2017年5月7日),销售;乘客电梯、载货电梯、自动扶梯、自动人行道、杂物电梯、液压电梯的安装、维修、改造(按中华人民共和国特种设备安装改造维修许可证核定的事项及期限从事经营);电梯售后服务;中央空调、电梯内部装饰装修。(以上范围法律、法规禁止经营的不得经营;法律、法规规定应经审批而未获审批前不得经营)","https://www.qichacha.com/pl_p55fda31026006b2d4c23ebb710dd580.html","http://qccdata.qichacha.com/ECIScreen/0a6490f66f05653969b45d02f6c6cc34/20180601123012812.png","https://www.qichacha.com/firm_0a6490f66f05653969b45d02f6c6cc34.html","65676910@qq.com","2018-03-19","1998-04-29"
"","","","","","","(中德合资)重庆迪康电梯有限公司成立于一九九八年四月，总部设在重庆市，是德国DICON电梯公司在远东地区的销售服务中心。公司拥有国家电梯主管部门颁发的安装、维保A级资质证书。建立了以重庆为中心，辐射全国省/市的销售网络，销售势头旺盛。迪康电梯采用稀土永磁同步无齿轮曳引机驱动、全数字化网络控制系统控制。主要部件全部进口，技术含量高，在用户中享有极高的声誉。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"柏昂酒店(重庆)有限公司","-","暂无","暂无","余勤华 ","重庆市江北区寸滩街道溉澜溪组团G分区G09-4/03地块B5号楼2-办公2",""," ","","200万人民币元","存续(在营、开业、在册)","500105010156885","MA5YPEXD-8","91500105MA5YPEXD84","有限责任公司(自然人独资)","91500105MA5YPEXD84","租赁和商务服务业","-","-","重庆市工商行政管理局江北区分局","-","-","重庆市江北区寸滩街道溉澜溪组团G分区G09-4/03地块B5号楼2-办公2","酒店管理;住宿服务(须经审批的经营项目,取得审批后方可从事经营);会务服务;酒店用品销售;企业形象设计;设计、制作、代理、发布广告;网站建设。**【依法须经批准的项目,经相关部门批准后方可开展经营活动】","https://www.qichacha.com/pl_pbb1d45961d8e6a22d3b99aaee73d6d8.html","未上传","https://www.qichacha.com/firm_d7f7aef77e39814ba676204c7035c89e.html","暂无","2017-12-14","2017-12-14"
"","","暂无","暂无","","歌乐山镇歌乐山村鹅公驾社1组1号","","","暂无","未收录","暂无信息","未收录","未收录","未收录","未收录","未收录","未收录","未收录","未收录","未收录","未收录","未收录","未收录","未描述","","未上传","https://www.qichacha.com/firm_sdac3e86da87c00c77271759b5a22118.html","暂无","未收录","未收录"
"哈尔滨市卓琳酒店管理有限公司","-","暂无","暂无","纪晓红 ","哈尔滨市香坊区公滨路40号"," ","","","1000万人民币元","存续（在营、开业、在册）","230106100094133","58512046-1","91230110585120461C","有限责任公司(自然人投资或控股)","91230110585120461C","租赁和商务服务业","-","50万人民币元","哈尔滨市香坊区市场监督管理局","-","-","哈尔滨市香坊区公滨路40号","住宿(卫生许可证有效期至2019年10月7日)(特种行业许可证有效期至2019年09月15日);热食类食品制售,冷食类食品制售(食品经营许可证有效期至2021年7月18日)。酒店管理、会议服务。","https://www.qichacha.com/pl_p780f4f4663b789150c20e6659ff78a8.html","http://qccdata.qichacha.com/ECIScreen/cdb2b9cc31aa992f53e4629bf91ac4ff/20180707165330375.png","https://www.qichacha.com/firm_cdb2b9cc31aa992f53e4629bf91ac4ff.html","1034357751@qq.com","2017-06-16","2011-12-15"
"","","","","","","卓琳酒店","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 卓琳酒店是一家集大型婚庆宴会、客房、会议中心于一体的综合型酒店。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 卓琳酒店致力于打造哈市东部第一家主题型""婚宴综艺服务一条龙酒店""，酒店环境优雅，装修豪华，拥有客房200间，4000平方米宴会厅，VIP包房，各类型多功能会议厅。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 卓琳酒店以最高的性价比，完美的配套设施，快乐自主的服务模式，干净舒适的客房环境，期待业内精英加入，现诚聘：","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 诚邀各类供应商及酒水商前来洽谈业务","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 招聘电话：55133395 13206560709","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"深圳市前海创富商务服务有限公司","-","暂无","暂无","阮进铨 ","深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司)",""," ","","500万人民币元","存续（在营、开业、在册）","440300200370211","MA5EDW73-6","91440300MA5EDW7361","有限责任公司（自然人独资）","91440300MA5EDW7361","租赁和商务服务业","-","-","深圳市市场监督管理局","-","-","深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司)","信息咨询、经济信息咨询、贸易咨询、企业管理咨询、商务信息咨询、商业信息咨询(以上均不含限制项目);会议及展览策划;市场营销策划;文化艺术交流策划;从事广告业务(法律法规、国务院规定需另行办理广告经营审批的,需取得许可后方可经营)。(以上各项涉及法律、行政法规、国务院决定禁止的项目除外,限制的项目须取得许可后方可经营);","https://www.qichacha.com/pl_p175aac701966d80941120f1606613fd.html","未上传","https://www.qichacha.com/firm_770d7d4dbc6ee3a1570785c0e254b920.html","745781809@qq.com","2018-01-16","2017-03-14"
"重庆市大足区润泽交通建设有限公司","-","暂无","http://18084947.czvv.com/","王安全 ","重庆市大足区棠香街道办事处龙中路260号",""," ","","20000万人民币元","存续(在营、开业、在册)","500225100002658","20384413-1","91500225203844131C","有限责任公司(法人独资)","91500225203844131C","建筑业","-","-","重庆市工商行政管理局大足区分局","-","DazuCountyHighwayConstructionCorporation","重庆市大足区棠香街道办事处龙中路260号","公路、桥梁、隧道、运输场站、轨道交通及配套设施,市政道路及城市管网,内河、湖泊的港口、码头,铁路及场站和配套设施,机场及配套设施建设;交通工程技术咨询服务;交通设备、设施及房产租赁;交通场站物业管理、停车服务、广告服务;公路、桥梁和市政设施施工管理及土石方施工。(以上经营范围,法律、法规禁止经营的不得经营;法律、法规规定应经审批而未获审批前不得经营)***","https://www.qichacha.com/pl_p3637b19122a3a3199d44670eeabf57e.html","http://qccdata.qichacha.com/ECIScreen/340a5268b19332b8a32d598f490bf60d/20180527174633192.png","https://www.qichacha.com/firm_340a5268b19332b8a32d598f490bf60d.html","暂无","2016-04-26","1998-01-05"
